movie,title,genres,year,Rating,Rotton Tomato
1399,Marvin's Room,Drama,1996,5,66
1401,Ghosts of Mississippi,Drama,1996,8,54
1404,Night Falls on Manhattan,Crime|Drama,1995,1,65
1405,Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime,1995,3,60
1407,Scream,Comedy|Horror|Mystery|Thriller,1996,5,70
1409,Michael,Comedy|Drama|Fantasy|Romance,1995,1,69
1411,Hamlet,Crime|Drama|Romance,1996,2,84
1415,"Thieves (Voleurs, Les)",Crime|Drama|Romance,1995,6,74
1416,Evita,Drama|Musical,1995,7,61
1423,Hearts and Minds,Drama,1995,7,65
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),Action|Adventure|Comedy|Thriller,1996,6,80
1430,Underworld,Comedy|Thriller,1996,2,91
1446,Kolya (Kolja),Comedy|Drama,1995,5,67
1449,Waiting for Guffman,Comedy,1995,10,78
1455,Hotel de Love,Comedy|Romance,1996,10,62
1475,Kama Sutra: A Tale of Love,Romance,1995,4,90
1483,Crash,Drama|Thriller,1995,1,89
1502,Kissed,Drama|Romance,1996,5,55
1504,Hollow Reed,Drama,1996,4,61
1531,Losing Chase,Drama,1996,5,77
1537,Shall We Dance? (Shall We Dansu?),Comedy|Drama|Romance,1995,10,85
1542,Brassed Off,Comedy|Drama|Romance,1995,8,83
1545,Ponette,Drama,1995,8,100
1546,Schizopolis,Comedy,1996,5,58
1575,Gabbeh,Drama,1996,9,72
1642,Indian Summer (a.k.a. Alive & Kicking),Comedy|Drama,1996,5,82
1902,Dream for an Insomniac,Drama|Romance,1996,3,71
2330,Hands on a Hard Body,Comedy|Documentary,1995,5,54
2342,Hard Core Logo,Comedy|Drama,1995,3,84
2625,Black Mask (Hak hap),Action|Adventure|Crime|Sci-Fi|Thriller,1996,6,69
2952,Sydney (Hard Eight),Crime|Drama|Thriller,1996,6,66
3282,Different for Girls,Comedy,1996,10,72
3574,Carnosaur 3: Primal Species,Horror|Sci-Fi,1995,8,98
4175,Gray's Anatomy,Comedy|Drama,1995,3,69
4350,Forgotten Silver,Comedy|Documentary,1996,7,81
4755,Wish Upon a Star,Comedy,1995,2,64
6683,Fire,Drama,1996,9,67
7845,Tremors II: Aftershocks,Comedy|Horror|Sci-Fi,1995,1,100
8504,Box of Moon Light,Comedy|Drama,1995,6,95
26915,Tromeo and Juliet,Comedy|Drama,1995,7,79
26947,Pusher,Crime|Thriller,1996,7,75
136445,George Carlin: Back in Town,Comedy,1995,10,85
870,Gone Fishin',Comedy,1997,1,93
981,Dangerous Ground,Drama,1997,10,76
987,Bliss,Drama|Romance,1996,2,71
1055,Shadow Conspiracy,Thriller,1997,9,74
1355,Nightwatch,Horror|Thriller,1997,9,68
1422,Murder at 1600,Crime|Drama|Mystery|Thriller,1997,8,57
1425,Fierce Creatures,Comedy,1996,9,84
1427,Turbulence,Action|Thriller,1997,7,54
1431,Beverly Hills Ninja,Action|Comedy,1996,2,80
1432,Metro,Action|Comedy|Crime|Drama|Thriller,1997,8,79
1438,Dante's Peak,Action|Thriller,1997,3,65
1442,Prefontaine,Drama,1996,10,71
1445,McHale's Navy,Comedy|War,1997,1,66
1447,Gridlock'd,Crime,1997,9,58
1454,SubUrbia,Comedy|Drama,1996,9,78
1457,Fools Rush In,Comedy|Drama|Romance,1996,1,54
1458,Touch,Drama|Fantasy|Romance,1997,1,93
1459,Absolute Power,Mystery|Thriller,1996,4,80
1460,That Darn Cat,Children|Comedy|Mystery,1996,9,55
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),Comedy,1997,6,98
1463,That Old Feeling,Comedy|Romance,1997,6,79
1464,Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1996,4,69
1465,Rosewood,Action|Drama,1997,8,100
1466,Donnie Brasco,Crime|Drama,1997,10,54
1468,Booty Call,Comedy|Romance,1996,1,97
1472,City of Industry,Crime|Thriller,1997,5,97
1473,Best Men,Action|Comedy|Crime|Drama,1996,8,58
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),Children|Comedy,1997,4,55
1476,Private Parts,Comedy|Drama,1996,10,59
1480,Smilla's Sense of Snow,Drama|Thriller,1996,7,97
1485,Liar Liar,Comedy,1997,7,68
1487,Selena,Drama|Musical,1997,5,64
1489,Cats Don't Dance,Animation|Children|Musical,1996,3,55
1490,B*A*P*S,Comedy,1996,5,55
1495,Turbo: A Power Rangers Movie,Action|Adventure|Children,1996,6,88
1497,Double Team,Action,1997,9,97
1499,Anaconda,Action|Adventure|Thriller,1996,1,69
1500,Grosse Pointe Blank,Comedy|Crime|Romance,1996,10,82
1501,Keys to Tulsa,Crime,1996,6,83
1503,8 Heads in a Duffel Bag,Comedy,1996,4,79
1507,Paradise Road,Drama|War,1997,7,69
1508,Traveller,Drama,1997,1,69
1513,Romy and Michele's High School Reunion,Comedy,1997,4,71
1515,Volcano,Action|Drama|Thriller,1996,3,87
1517,Austin Powers: International Man of Mystery,Action|Adventure|Comedy,1997,3,68
1518,Breakdown,Action|Thriller,1997,3,72
1523,"Truth or Consequences, N.M.",Action|Crime|Romance,1996,8,93
1525,Warriors of Virtue,Action|Adventure|Children|Fantasy,1997,7,95
1529,Nowhere,Comedy|Drama,1997,1,67
1532,Sprung,Comedy,1997,1,58
1535,Love! Valour! Compassion!,Drama|Romance,1997,3,91
1539,Twin Town,Comedy|Crime,1997,4,92
1541,Addicted to Love,Comedy|Romance,1997,8,76
1550,Trial and Error,Comedy|Romance,1997,4,95
1552,Con Air,Action|Adventure|Thriller,1996,3,69
1556,Speed 2: Cruise Control,Action|Romance|Thriller,1996,10,71
1562,Batman & Robin,Action|Adventure|Fantasy|Thriller,1997,9,58
1564,For Roseanna (Roseanna's Grave),Comedy|Drama|Romance,1997,7,52
1566,Hercules,Adventure|Animation|Children|Comedy|Musical,1996,3,55
1569,My Best Friend's Wedding,Comedy|Romance,1997,6,74
1573,Face/Off,Action|Crime|Drama|Thriller,1997,1,61
1580,Men in Black (a.k.a. MIB),Action|Comedy|Sci-Fi,1996,3,85
1581,Out to Sea,Comedy,1997,3,87
1582,Wild America,Adventure|Children,1997,7,100
1583,"Simple Wish, A",Children|Fantasy,1997,7,85
1584,Contact,Drama|Sci-Fi,1997,10,52
1586,G.I. Jane,Action|Drama,1996,2,76
1589,Cop Land,Action|Crime|Drama|Thriller,1997,5,54
1590,Event Horizon,Horror|Sci-Fi|Thriller,1996,8,85
1591,Spawn,Action|Adventure|Sci-Fi|Thriller,1997,1,52
1592,Air Bud,Children|Comedy,1997,2,69
1593,Picture Perfect,Comedy|Romance,1997,6,70
1596,Career Girls,Drama,1996,8,61
1599,Steel,Action,1997,8,86
1600,She's So Lovely,Drama|Romance,1997,6,58
1601,Hoodlum,Crime|Drama|Film-Noir,1996,1,71
1602,Leave It to Beaver,Comedy,1997,1,55
1603,Mimic,Horror|Sci-Fi|Thriller,1997,7,53
1604,Money Talks,Action|Comedy,1997,6,60
1605,Excess Baggage,Adventure|Romance,1997,5,99
1608,Air Force One,Action|Thriller,1996,4,81
1609,187 (One Eight Seven),Drama|Thriller,1997,2,77
1612,"Kiss Me, Guido",Comedy,1996,8,70
1613,Star Maps,Drama,1996,8,77
1614,In & Out,Comedy,1996,4,81
1617,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997,4,51
1619,Seven Years in Tibet,Adventure|Drama|War,1996,4,88
1621,Soul Food,Drama,1997,10,57
1623,Wishmaster,Horror,1996,4,84
1624,"Thousand Acres, A",Drama,1997,1,50
1626,Fire Down Below,Action|Drama|Thriller,1997,3,75
1627,U Turn,Crime|Drama|Mystery,1997,6,95
1632,"Smile Like Yours, A",Comedy|Romance,1996,8,85
1633,Ulee's Gold,Drama,1996,3,97
1636,Stag,Action|Thriller,1997,5,93
1639,Chasing Amy,Comedy|Drama|Romance,1996,7,99
1640,How to Be a Player,Comedy,1997,10,94
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",Drama|Romance,1997,1,50
1644,I Know What You Did Last Summer,Horror|Mystery|Thriller,1996,10,51
1646,RocketMan (a.k.a. Rocket Man),Children|Comedy|Romance|Sci-Fi,1997,3,92
1647,Playing God,Crime|Drama|Thriller,1996,9,82
1649,"Fast, Cheap & Out of Control",Documentary,1996,9,53
1653,Gattaca,Drama|Sci-Fi|Thriller,1997,5,92
1654,FairyTale: A True Story,Children|Drama|Fantasy,1997,1,86
1657,Wonderland,Comedy|Documentary,1997,5,51
1658,"Life Less Ordinary, A",Romance|Thriller,1997,9,55
1660,Eve's Bayou,Drama,1997,2,62
1661,Switchback,Crime|Mystery|Thriller,1997,5,53
1665,Bean,Comedy,1997,4,50
1667,Mad City,Action|Drama,1997,9,58
1668,One Night Stand,Drama,1997,10,78
1670,Welcome to Sarajevo,Drama|War,1997,10,90
1671,Deceiver,Crime|Drama|Thriller,1997,3,84
1673,Boogie Nights,Drama,1996,6,92
1676,Starship Troopers,Action|Sci-Fi,1996,10,88
1681,Mortal Kombat: Annihilation,Action|Adventure|Fantasy,1996,1,76
1684,Mrs. Dalloway,Drama|Romance,1996,9,50
1686,Red Corner,Crime|Thriller,1997,8,79
1688,Anastasia,Adventure|Animation|Children|Drama|Musical,1997,1,98
1690,Alien: Resurrection,Action|Horror|Sci-Fi,1997,3,94
1693,Amistad,Drama|Mystery,1996,9,82
1696,Bent,Drama|War,1997,7,53
1701,Deconstructing Harry,Comedy|Drama,1996,7,54
1702,Flubber,Children|Comedy|Fantasy,1996,3,60
1703,For Richer or Poorer,Comedy,1997,6,84
1704,Good Will Hunting,Drama|Romance,1997,9,72
1707,Home Alone 3,Children|Comedy,1997,5,60
1713,Mouse Hunt,Children|Comedy,1997,3,97
1715,Office Killer,Thriller,1996,1,87
1717,Scream 2,Comedy|Horror|Mystery|Thriller,1997,10,90
1721,Titanic,Drama|Romance,1997,8,91
1722,Tomorrow Never Dies,Action|Adventure|Thriller,1997,4,83
1729,Jackie Brown,Crime|Drama|Thriller,1997,8,68
1730,Kundun,Drama,1996,8,95
1731,Mr. Magoo,Comedy,1996,5,87
1733,Afterglow,Drama|Romance,1996,2,97
1734,My Life in Pink (Ma vie en rose),Comedy|Drama,1997,2,88
1750,Star Kid,Adventure|Children|Fantasy|Sci-Fi,1997,9,79
1755,Shooting Fish,Comedy|Romance,1997,9,90
1759,"Four Days in September (O Que É Isso, Companheiro?)",Drama,1996,8,71
1760,Spice World,Comedy,1997,8,92
1771,Night Flier,Horror,1997,7,97
1784,As Good as It Gets,Comedy|Drama|Romance,1997,9,77
1788,Men with Guns,Action|Drama,1996,6,93
1794,Love and Death on Long Island,Comedy|Drama,1996,7,76
1799,Suicide Kings,Comedy|Crime|Drama|Mystery|Thriller,1997,2,69
1809,Fireworks (Hana-bi),Crime|Drama,1996,3,93
1816,Two Girls and a Guy,Comedy|Drama,1996,9,52
1819,Storefront Hitchcock,Documentary|Musical,1997,9,59
1844,Live Flesh (Carne trémula),Drama|Romance,1997,7,73
1846,Nil By Mouth,Drama,1996,10,62
1858,Mr. Nice Guy (Yat goh ho yan),Action|Comedy,1996,2,94
1859,Taste of Cherry (Ta'm e guilass),Drama,1997,10,83
1860,Character (Karakter),Drama,1996,6,81
1861,Junk Mail (Budbringeren),Comedy|Thriller,1997,7,93
1865,Wild Man Blues,Documentary,1997,10,78
1874,Still Breathing,Comedy|Romance,1996,5,51
1875,Clockwatchers,Comedy,1996,6,73
1880,Lawn Dogs,Drama,1997,5,81
1889,Insomnia,Drama|Mystery|Thriller,1997,7,51
1901,Dear Jesse,Documentary,1996,9,98
1903,Hav Plenty,Comedy,1997,3,97
1904,Henry Fool,Comedy|Drama,1996,2,56
1910,I Went Down,Comedy|Crime|Drama,1996,8,58
2025,Lolita,Drama|Romance,1997,3,53
2029,Billy's Hollywood Screen Kiss,Comedy|Romance,1996,4,57
2063,"Seventh Heaven (Septième ciel, Le)",Drama|Romance,1997,1,65
2189,I Married A Strange Person!,Animation|Comedy|Fantasy|Sci-Fi,1996,4,73
2191,"Merry War, A",Comedy,1996,9,82
2197,Firelight,Drama,1996,8,89
2232,Cube,Horror|Mystery|Sci-Fi|Thriller,1997,1,90
2324,Life Is Beautiful (La Vita è bella),Comedy|Drama|Romance|War,1996,1,81
2325,Orgazmo,Comedy,1997,4,56
2437,Wilde,Drama,1997,7,98
2439,Affliction,Drama,1997,7,61
2562,Bandits,Drama,1997,5,91
2577,Metroland,Comedy|Drama,1997,8,97
2594,Open Your Eyes (Abre los ojos),Drama|Romance|Sci-Fi|Thriller,1997,10,78
2693,Trekkies,Documentary,1997,10,58
2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo)",Documentary,1996,10,55
2793,"American Werewolf in Paris, An",Comedy|Horror|Romance|Thriller,1997,7,89
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda),Drama|Romance,1996,3,95
2810,Perfect Blue,Animation|Horror|Mystery|Thriller,1996,8,89
2962,Fever Pitch,Comedy|Romance,1996,4,50
3000,Princess Mononoke (Mononoke-hime),Action|Adventure|Animation|Drama|Fantasy,1997,5,51
3064,Poison Ivy: New Seduction,Drama|Thriller,1996,5,86
3474,Retroactive,Sci-Fi|Thriller,1997,7,81
3575,Defying Gravity,Drama,1997,5,58
4208,Unmade Beds,Documentary,1997,5,83
4217,4 Little Girls,Documentary,1997,9,99
4645,Cure,Crime|Horror|Thriller,1997,2,88
4698,Orphans,Comedy|Drama,1997,5,56
4861,Mission to Mir,Documentary|IMAX,1997,7,53
5059,Little Dieter Needs to Fly,Documentary,1997,9,88
5229,I Think I Do,Comedy,1997,1,92
5828,Blackrock,Drama|Thriller,1997,2,73
6464,Good Burger,Children|Comedy,1996,1,50
6975,Funny Games,Drama|Horror|Thriller,1997,2,57
7048,Nothing to Lose,Action|Adventure|Comedy|Crime,1996,5,52
7627,Just Write,Comedy,1996,2,59
26974,Gummo,Drama,1996,1,76
32460,Knockin' on Heaven's Door,Action|Comedy|Crime|Drama,1997,7,66
63239,Cinderella,Children|Fantasy|Musical|Romance,1996,4,85
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),Action|Animation|Mystery|Sci-Fi,1997,3,97
77846,12 Angry Men,Crime|Drama,1996,9,56
95654,Geri's Game,Animation|Children,1997,6,61
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû),Action|Adventure|Animation,1996,7,80
1598,Desperate Measures,Crime|Drama|Thriller,1998,4,58
1655,Phantoms,Drama|Horror|Thriller,1998,7,98
1680,Sliding Doors,Drama|Romance,1997,9,84
1735,Great Expectations,Drama|Romance,1998,4,86
1739,3 Ninjas: High Noon On Mega Mountain,Action|Children|Comedy,1997,9,96
1744,Firestorm,Action|Adventure|Thriller,1998,3,58
1746,Senseless,Comedy,1998,7,84
1748,Dark City,Adventure|Film-Noir|Sci-Fi|Thriller,1998,7,92
1752,Hard Rain,Action|Crime|Thriller,1997,1,56
1753,Half Baked,Comedy,1997,8,67
1754,Fallen,Crime|Drama|Fantasy|Thriller,1998,8,53
1762,Deep Rising,Action|Horror|Sci-Fi,1997,2,81
1779,Sphere,Sci-Fi|Thriller,1997,4,93
1783,Palmetto,Crime|Drama|Mystery|Romance|Thriller,1997,9,60
1791,Twilight,Crime|Drama|Thriller,1998,10,93
1792,U.S. Marshals,Action|Crime|Thriller,1998,9,61
1796,In God's Hands,Action|Drama,1997,3,65
1797,Everest,Documentary|IMAX,1997,6,56
1798,Hush,Thriller,1998,7,89
1805,Wild Things,Crime|Drama|Mystery|Thriller,1998,2,59
1806,Paulie,Adventure|Children|Comedy,1998,9,74
1807,"Cool, Dry Place, A",Drama,1998,5,91
1810,Primary Colors,Comedy|Drama,1998,2,88
1812,Wide Awake,Children|Comedy|Drama,1998,6,88
1824,Homegrown,Comedy|Thriller,1997,9,88
1826,Barney's Great Adventure,Adventure|Children,1997,8,77
1831,Lost in Space,Action|Adventure|Sci-Fi,1997,2,63
1833,Mercury Rising,Action|Drama|Thriller,1997,8,97
1835,City of Angels,Drama|Fantasy|Romance,1998,1,71
1839,My Giant,Comedy,1998,3,99
1840,He Got Game,Drama,1998,1,74
1845,Zero Effect,Comedy|Mystery|Thriller,1998,5,53
1852,Love Walked In,Drama|Thriller,1997,1,87
1854,Kissing a Fool,Comedy|Romance,1997,5,61
1855,Krippendorf's Tribe,Comedy,1997,1,89
1856,Kurt & Courtney,Documentary,1998,1,56
1862,Species II,Horror|Sci-Fi,1998,3,71
1864,Sour Grapes,Comedy,1998,6,68
1870,"Dancer, Texas Pop. 81",Comedy|Drama,1997,9,88
1873,"Misérables, Les",Crime|Drama|Romance|War,1997,6,95
1876,Deep Impact,Drama|Sci-Fi|Thriller,1997,10,89
1878,Woo,Comedy|Romance,1998,2,83
1881,Quest for Camelot,Adventure|Animation|Children|Fantasy|Musical,1997,7,62
1882,Godzilla,Action|Sci-Fi|Thriller,1998,2,60
1883,Bulworth,Comedy|Drama|Romance,1997,7,52
1884,Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,1998,4,82
1887,Almost Heroes,Adventure|Comedy|Western,1997,6,86
1888,Hope Floats,Comedy|Drama|Romance,1998,6,51
1892,"Perfect Murder, A",Thriller,1998,4,76
1894,Six Days Seven Nights,Adventure|Comedy|Romance,1997,1,74
1895,Can't Hardly Wait,Comedy|Drama|Romance,1998,1,96
1896,Cousin Bette,Comedy,1998,2,63
1897,High Art,Drama|Romance,1998,2,71
1907,Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,1997,4,52
1911,Dr. Dolittle,Comedy,1997,10,53
1912,Out of Sight,Comedy|Crime|Drama|Romance|Thriller,1997,9,96
1914,Smoke Signals,Comedy|Drama,1997,10,82
1916,Buffalo '66 (a.k.a. Buffalo 66),Drama|Romance,1997,10,55
1917,Armageddon,Action|Romance|Sci-Fi|Thriller,1998,8,85
1918,Lethal Weapon 4,Action|Comedy|Crime|Thriller,1998,3,71
1919,Madeline,Children|Comedy,1998,7,96
1920,Small Soldiers,Animation|Children|Fantasy|War,1997,4,57
1921,Pi,Drama|Sci-Fi|Thriller,1997,6,96
1922,Whatever,Drama,1997,6,82
2007,Polish Wedding,Comedy,1998,8,66
2026,Disturbing Behavior,Horror|Thriller,1998,1,72
2027,Jane Austen's Mafia!,Comedy|Crime,1998,10,52
2028,Saving Private Ryan,Action|Drama|War,1997,6,82
2060,BASEketball,Comedy,1997,1,89
2125,Ever After: A Cinderella Story,Comedy|Drama|Romance,1998,6,96
2126,Snake Eyes,Action|Crime|Mystery|Thriller,1998,2,78
2128,Safe Men,Comedy,1997,3,95
2152,Air Bud: Golden Receiver,Children|Comedy,1998,4,82
2154,How Stella Got Her Groove Back,Drama|Romance,1998,9,78
2165,Your Friends and Neighbors,Comedy|Drama,1997,4,55
2166,Return to Paradise,Crime|Drama|Romance|Thriller,1997,9,54
2167,Blade,Action|Horror|Thriller,1997,9,66
2168,Dance with Me,Drama|Romance,1998,4,90
2169,Dead Man on Campus,Comedy,1997,3,72
2170,Wrongfully Accused,Action|Comedy,1998,1,99
2171,Next Stop Wonderland,Comedy|Drama|Romance,1998,5,66
2188,54,Drama,1998,4,65
2190,Why Do Fools Fall In Love?,Drama,1997,2,71
2195,Dirty Work,Comedy,1997,9,77
2231,Rounders,Drama,1998,8,89
2236,Simon Birch,Drama,1997,4,91
2237,Without Limits,Drama,1997,2,51
2271,Permanent Midnight,Drama,1997,7,54
2272,One True Thing,Drama,1998,8,54
2273,Rush Hour,Action|Comedy|Crime|Thriller,1997,5,53
2275,Six-String Samurai,Action|Adventure|Sci-Fi,1998,5,90
2276,"Soldier's Daughter Never Cries, A",Drama,1998,6,98
2278,Ronin,Action|Crime|Thriller,1997,4,64
2279,Urban Legend,Horror|Thriller,1998,1,65
2280,Clay Pigeons,Crime,1997,9,70
2282,Pecker,Comedy|Drama,1997,6,53
2292,Overnight Delivery,Comedy|Romance,1997,3,99
2294,Antz,Adventure|Animation|Children|Comedy|Fantasy,1997,5,81
2297,What Dreams May Come,Adventure|Drama|Fantasy|Romance,1998,4,85
2305,Slam,Drama,1997,1,92
2306,Holy Man,Comedy,1998,3,63
2307,One Tough Cop,Action|Crime,1997,3,69
2314,Beloved,Drama,1997,8,76
2315,Bride of Chucky (Child's Play 4),Comedy|Horror|Thriller,1997,9,91
2316,Practical Magic,Drama|Fantasy|Mystery|Romance,1998,5,60
2318,Happiness,Comedy|Drama,1997,9,97
2320,Apt Pupil,Drama|Thriller,1997,9,80
2321,Pleasantville,Comedy|Drama|Fantasy,1997,5,87
2322,Soldier,Action|Sci-Fi|War,1998,2,72
2328,Vampires,Horror|Western,1998,5,74
2329,American History X,Crime|Drama,1998,6,57
2331,Living Out Loud,Comedy|Drama|Romance,1997,2,97
2333,Gods and Monsters,Drama,1998,8,64
2336,Elizabeth,Drama,1997,2,52
2337,Velvet Goldmine,Drama,1998,1,65
2338,I Still Know What You Did Last Summer,Horror|Mystery|Thriller,1997,4,77
2339,I'll Be Home For Christmas,Comedy|Romance,1997,1,73
2340,Meet Joe Black,Romance,1997,1,54
2355,"Bug's Life, A",Adventure|Animation|Children|Comedy,1998,6,93
2356,Celebrity,Comedy,1998,10,92
2357,Central Station (Central do Brasil),Drama,1997,8,52
2359,Waking Ned Devine (a.k.a. Waking Ned),Comedy,1998,7,53
2385,Home Fries,Comedy|Romance,1998,3,91
2386,Jerry Springer: Ringmaster,Comedy|Drama,1997,5,72
2387,Very Bad Things,Comedy|Crime,1997,5,57
2389,Psycho,Crime|Horror|Thriller,1998,5,67
2390,Little Voice,Comedy,1998,6,90
2391,"Simple Plan, A",Crime|Drama|Thriller,1998,7,86
2392,Jack Frost,Children|Comedy|Drama,1998,6,80
2393,Star Trek: Insurrection,Action|Drama|Romance|Sci-Fi,1997,2,75
2395,Rushmore,Comedy|Drama,1998,4,71
2396,Shakespeare in Love,Comedy|Drama|Romance,1997,8,98
2424,You've Got Mail,Comedy|Romance,1998,1,83
2429,Mighty Joe Young,Action|Adventure|Drama|Fantasy|Thriller,1998,5,67
2431,Patch Adams,Comedy|Drama,1998,10,63
2432,Stepmom,Drama,1997,5,65
2433,"Civil Action, A",Drama,1998,9,61
2435,Hurlyburly,Drama,1997,4,89
2438,Outside Ozona,Comedy|Drama|Thriller,1998,7,91
2442,Hilary and Jackie,Drama,1998,9,81
2443,Playing by Heart,Drama|Romance,1997,9,64
2481,My Name Is Joe,Drama|Romance,1998,1,67
2482,Still Crazy,Comedy|Romance,1998,1,84
2487,"Blood, Guts, Bullets and Octane",Action|Comedy,1998,8,66
2492,20 Dates,Comedy|Romance,1998,5,93
2499,God Said 'Ha!',Comedy,1998,6,52
2542,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,1998,9,84
2545,Relax... It's Just Sex,Comedy,1997,3,70
2557,I Stand Alone (Seul contre tous),Drama|Thriller,1998,7,62
2563,Dangerous Beauty,Drama,1997,8,89
2569,Among Giants,Comedy|Drama|Romance,1998,8,65
2573,Tango,Drama|Musical,1998,1,99
2579,Following,Crime|Mystery|Thriller,1998,1,63
2590,Hideous Kinky,Drama,1998,10,95
2596,SLC Punk!,Comedy|Drama,1998,3,84
2607,Get Real,Drama|Romance,1997,8,92
2624,After Life (Wandafuru raifu),Drama|Fantasy,1998,9,72
2626,Edge of Seventeen,Comedy|Drama|Romance,1998,6,88
2630,Besieged (a.k.a. L' Assedio),Drama,1997,2,73
2631,Frogs for Snakes,Comedy|Film-Noir|Thriller,1997,4,72
2673,Eternity and a Day (Mia aoniotita kai mia mera),Drama,1997,8,61
2678,Desert Blue,Drama,1997,6,61
2681,Free Enterprise,Comedy|Romance|Sci-Fi,1997,9,71
2692,Run Lola Run (Lola rennt),Action|Crime,1998,6,65
2708,"Autumn Tale, An (Conte d'automne)",Romance,1998,10,76
2767,Illuminata,Comedy,1998,5,90
2775,Head On,Drama,1998,4,73
2837,Bedrooms & Hallways,Comedy|Romance,1998,7,58
2839,West Beirut (West Beyrouth),Drama,1997,8,86
2843,"Black Cat, White Cat (Crna macka, beli macor)",Comedy|Romance,1997,5,59
2884,Dog Park,Comedy|Romance,1997,5,74
2892,New Rose Hotel,Action|Drama,1998,5,67
2930,Return with Honor,Documentary,1997,9,83
3003,Train of Life (Train de vie),Comedy|Drama|Romance|War,1997,1,82
3008,Last Night,Drama|Sci-Fi,1998,2,97
3057,Where's Marlowe?,Comedy,1998,6,62
3077,42 Up,Documentary,1998,2,78
3609,Regret to Inform,Documentary,1997,10,73
3783,Croupier,Crime|Drama,1997,4,86
3839,Phantasm IV: Oblivion,Horror,1997,10,58
4454,More,Animation|Drama|Sci-Fi|IMAX,1997,3,75
6242,Ringu (Ring),Horror|Mystery|Thriller,1997,5,80
7034,Show Me Love (Fucking Åmål),Drama|Romance,1997,10,67
7625,Girl,Drama,1997,5,84
7812,Babylon 5: Thirdspace,Drama|Sci-Fi,1997,1,55
7915,Samurai Fiction (SF: Episode One),Action|Adventure|Comedy,1998,9,62
8604,Taxi,Action|Comedy,1998,1,71
27020,Gia,Drama|Romance,1998,4,88
27022,Thursday,Action|Crime|Thriller,1997,3,52
27032,Who Am I? (Wo shi shei),Action|Adventure|Comedy|Sci-Fi|Thriller,1997,8,93
27075,Addams Family Reunion,Children|Comedy|Fantasy,1997,6,92
45172,23 (23 - Nichts ist so wie es scheint),Drama|Thriller,1998,1,94
71810,Legionnaire,Action|Adventure|Drama|War,1998,3,55
108979,Cowboy Bebop,Action|Adventure|Animation|Crime|Sci-Fi,1998,5,71
139620,Everything's Gonna Be Great,Adventure|Children|Comedy|Drama,1998,6,67
2436,Tea with Mussolini,Comedy|Drama|War,1998,3,56
2445,At First Sight,Drama,1999,6,73
2446,In Dreams,Horror|Thriller,1998,1,94
2447,Varsity Blues,Comedy|Drama,1999,9,63
2448,Virus,Horror|Sci-Fi,1999,9,58
2479,Gloria,Drama|Thriller,1998,5,67
2485,She's All That,Comedy|Romance,1999,5,51
2490,Payback,Action|Thriller,1998,8,69
2491,Simply Irresistible,Comedy|Romance,1999,3,87
2497,Message in a Bottle,Romance,1999,8,53
2498,My Favorite Martian,Comedy|Sci-Fi,1999,7,54
2500,Jawbreaker,Comedy,1998,8,73
2501,October Sky,Drama,1999,9,92
2502,Office Space,Comedy|Crime,1999,3,59
2504,200 Cigarettes,Comedy|Drama,1999,10,83
2505,8MM,Drama|Mystery|Thriller,1999,7,73
2507,Breakfast of Champions,Comedy|Sci-Fi,1999,9,76
2539,Analyze This,Comedy,1998,1,97
2541,Cruel Intentions,Drama,1998,3,59
2549,Wing Commander,Action|Sci-Fi,1999,7,63
2555,Baby Geniuses,Comedy,1999,5,77
2558,Forces of Nature,Comedy|Romance,1998,8,91
2560,Ravenous,Horror|Thriller,1998,5,71
2561,True Crime,Crime|Thriller,1998,4,77
2566,Doug's 1st Movie,Animation|Children,1998,3,94
2567,EDtv,Comedy,1998,2,91
2572,10 Things I Hate About You,Comedy|Romance,1999,3,94
2580,Go,Comedy|Crime,1999,4,96
2581,Never Been Kissed,Comedy|Romance,1998,2,51
2583,Cookie's Fortune,Comedy|Drama,1998,4,87
2586,Goodbye Lover,Comedy|Crime|Thriller,1998,4,98
2587,Life,Comedy|Crime|Drama,1998,10,91
2589,Friends & Lovers,Comedy|Drama|Romance,1998,8,63
2597,Lost & Found,Comedy|Romance,1999,7,97
2598,Pushing Tin,Comedy,1999,10,57
2599,Election,Comedy,1999,3,69
2600,eXistenZ,Action|Sci-Fi|Thriller,1998,1,89
2605,Entrapment,Crime|Thriller,1999,2,54
2606,Idle Hands,Comedy|Horror,1999,8,78
